Region,Relationship,Sex,Age,Times Left the Country,Month of Last Departure,Year of Last Departure,Marital Status,Education Level,Usual Work,Reason for Leaving,Base,Country Stayed,Expected Return (Months),Worked Abroad,Work,Industry,Average Monthly Income,Months Worked,Returned,Month Returned,Year Returned,Return Reason,Expected Month Returned,Expected Year Returned,Remittance Received,Cash Remittance,Mode of Remittance,Consumptions,Investments,Savings,Gift/Donation,Other,Consumptions Percent,Investments Percent,Savings Percent,Gift/Donation Percent,Other Percent,Returned Apr-Sep,Cash Brought Home,Receive Goods/Products,Total Imputed Value of Goods/Products
Central Visayas,Head,Male,57,3,September,2020,Married/Living Together,College Graduate,Managers,Overseas Filipino Worker (OFW) with Contract,Sea-based,North and South America,7,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,80000.0,36.0,Yes,April,2021.0,End of Contract,,,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Head,Male,47,4,November,2022,Married/Living Together,College Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Sea-based,Europe,8,Yes,Technicians and Associate Professionals,Transportation and Storage,72000.0,32.0,Yes,September,2023.0,End of Contract,,,With Remittance,228000.0,Bank,True,True,True,False,False,70.0,20.0,10.0,0.0,0.0,Yes,100000.0,No,0.0
Central Visayas,Spouse,Male,50,3,July,2023,Married/Living Together,College Graduate,Craft and Related Trades Workers,Overseas Filipino Worker (OFW) with Contract,Sea-based,North and South America,7,Yes,Plant and Machine Operators and Assemblers,Manufacturing,100000.0,36.0,No,,,,February,2024.0,With Remittance,150000.0,Bank,True,False,False,False,True,80.0,0.0,0.0,0.0,20.0,No,0.0,No,0.0
Central Visayas,Head,Male,35,5,January,2023,Married/Living Together,College Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Sea-based,Japan,9,Yes,Technicians and Associate Professionals,Transportation and Storage,80000.0,45.0,No,,,,October,2023.0,With Remittance,180000.0,Bank,True,False,True,False,True,50.0,0.0,25.0,0.0,25.0,Yes,180000.0,No,0.0
Central Visayas,Spouse,Male,34,3,September,2023,Married/Living Together,College Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,12,Yes,Technicians and Associate Professionals,Public Administration and Defense; Compulsory Social Security,80000.0,36.0,No,,,,September,2024.0,With Remittance,420000.0,Bank,True,False,True,False,False,70.0,0.0,30.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Children's Spouse,Male,40,3,January,2023,Married/Living Together,College Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Sea-based,Europe,8,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,70000.0,26.0,Yes,September,2023.0,End of Contract,,,With Remittance,175000.0,Bank,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,Yes,130000.0,No,0.0
Central Visayas,Spouse,Male,53,2,February,2022,Married/Living Together,Elementary Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,23,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,18000.0,60.0,No,,,,January,2024.0,With Remittance,138000.0,Money Transer Service,True,False,True,False,True,50.0,0.0,5.0,0.0,45.0,No,0.0,No,0.0
Central Visayas,Parent,Female,44,2,March,2019,Married/Living Together,Post-Secondary Non-Tertiary/Technical-Vocational Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Qatar,58,Yes,Elementary Occupations,Other Service Activities,20000.0,54.0,No,,,,January,2024.0,With Remittance,84000.0,Money Transer Service,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Child,Male,30,2,February,2023,Married/Living Together,College Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Sea-based,Australia,6,Yes,Plant and Machine Operators and Assemblers,Fishing and Aquaculture,25000.0,16.0,Yes,August,2023.0,End of Contract,,,With Remittance,20000.0,Bank,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,Yes,50000.0,No,0.0
Central Visayas,Child,Male,33,4,August,2023,Married/Living Together,College Graduate,"Skilled Agricultural, Forestry and Fishery Workers",Overseas Filipino Worker (OFW) with Contract,Sea-based,Australia,9,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,80000.0,56.0,No,,,,May,2024.0,With Remittance,10000.0,Bank,True,False,True,False,False,50.0,0.0,50.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Child,Female,29,1,September,2019,Single,College Graduate,Non-gainful occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Europe,88,Yes,Service and Sales Workers,Other Service Activities,30000.0,48.0,No,,,,,,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Children's Spouse,Male,53,3,March,2023,Married/Living Together,College Graduate,Non-gainful occupations,Overseas Filipino Worker (OFW) with Contract,Sea-based,Australia,9,Yes,Craft and Related Trades Workers,Construction,70000.0,27.0,No,,,,December,2023.0,With Remittance,210000.0,Bank,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Child,Female,27,1,January,2023,Single,College Graduate,Technicians and Associate Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,24,Yes,Managers,Transportation and Storage,35000.0,8.0,No,,,,January,2025.0,With Remittance,81000.0,Other,True,False,True,False,True,30.0,0.0,50.0,0.0,20.0,No,0.0,No,0.0
Central Visayas,Child,Female,36,1,July,2019,Single,College Graduate,Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Japan,60,Yes,Elementary Occupations,Manufacturing,90000.0,50.0,No,,,,July,2024.0,With Remittance,110000.0,Money Transer Service,True,True,True,False,False,50.0,30.0,20.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Child,Male,32,1,November,2022,Single,College Graduate,Non-gainful occupations,Overseas Filipino Worker (OFW) with Contract,Sea-based,North and South America,11,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,70000.0,10.0,No,,,,October,2023.0,With Remittance,156000.0,Bank,True,True,True,False,False,50.0,30.0,20.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Child,Female,32,4,May,2023,Divorced/Separated,Junior High Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Other Countries in Western Asia,12,Yes,Service and Sales Workers,Accommodation and Food Service Activities,27000.0,48.0,No,,,,May,2024.0,With Remittance,85000.0,Money Transer Service,True,True,True,False,False,75.0,5.0,20.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Head,Male,48,1,October,2018,Married/Living Together,College Graduate,Professionals,"Others, specify",N/A,Singapore,3,No,N/A,N/A,0.0,0.0,Yes,January,2019.0,Visit,,,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Spouse,Female,40,1,October,2018,Married/Living Together,Post Baccalaureate/ Post Graduate,Professionals,Tourist,N/A,Singapore,3,No,N/A,N/A,0.0,0.0,Yes,January,2019.0,Other,,,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Spouse,Male,47,3,June,2023,Married/Living Together,Junior High Graduate,Non-gainful occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Australia,14,Yes,Managers,Accommodation and Food Service Activities,50000.0,50.0,No,,,,August,2024.0,With Remittance,120000.0,Money Transer Service,True,True,True,False,False,90.0,5.0,5.0,0.0,0.0,Yes,50000.0,No,0.0
Central Visayas,Child,Male,24,2,July,2023,Single,College Graduate,Non-gainful occupations,Overseas Filipino Worker (OFW) with Contract,Sea-based,North and South America,12,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,120000.0,50.0,No,,,,July,2024.0,With Remittance,200000.0,Bank,True,True,True,False,True,30.0,30.0,20.0,0.0,20.0,Yes,50000.0,No,0.0
Central Visayas,Spouse,Female,49,1,November,2022,Married/Living Together,Post-Secondary Non-Tertiary/Technical-Vocational Graduate,Non-gainful occupations,Tourist,N/A,Malaysia,3,No,N/A,N/A,0.0,0.0,Yes,February,2023.0,Other,,,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Child,Female,21,1,November,2022,Single,College Undergraduate,Non-gainful occupations,Tourist,N/A,Malaysia,3,No,N/A,N/A,0.0,0.0,Yes,February,2023.0,Other,,,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Spouse,Female,32,3,July,2019,Married/Living Together,College Graduate,Technicians and Associate Professionals,"Others, specify",N/A,North and South America,3,No,N/A,N/A,0.0,0.0,Yes,October,2019.0,End of Contract,,,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Spouse,Male,74,2,September,2022,Married/Living Together,College Graduate,Non-gainful occupations,"Others, specify",N/A,Europe,1,No,N/A,N/A,0.0,0.0,Yes,November,2022.0,Other,,,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Spouse,Female,35,1,June,2023,Married/Living Together,Junior High Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Qatar,24,Yes,Service and Sales Workers,Other Service Activities,25000.0,3.0,No,,,,June,2025.0,With Remittance,35000.0,Money Transer Service,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Child,Male,27,1,February,2023,Married/Living Together,College Graduate,"Skilled Agricultural, Forestry and Fishery Workers",Overseas Filipino Worker (OFW) with Contract,Sea-based,Other Countries in East Asia,9,Yes,Professionals,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,120000.0,7.0,No,,,,November,2023.0,With Remittance,120000.0,Bank,False,True,False,False,False,0.0,100.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Spouse,Male,32,1,July,2023,Married/Living Together,Junior High Graduate,Craft and Related Trades Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Qatar,24,Yes,Craft and Related Trades Workers,Manufacturing,40000.0,2.0,No,,,,July,2025.0,With Remittance,50000.0,Money Transer Service,True,True,False,False,False,60.0,40.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Spouse,Male,38,1,November,2022,Married/Living Together,College Graduate,Craft and Related Trades Workers,Overseas Filipino Worker (OFW) with Contract,Sea-based,Australia,12,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,50000.0,10.0,No,,,,November,2023.0,With Remittance,180000.0,Bank,True,True,False,True,False,50.0,30.0,0.0,20.0,0.0,No,0.0,No,0.0
Central Visayas,Child,Male,27,3,June,2022,Single,College Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Sea-based,Other Countries in East Asia,10,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,60000.0,30.0,Yes,May,2023.0,End of Contract,,,With Remittance,40000.0,Bank,True,False,True,False,False,60.0,0.0,40.0,0.0,0.0,Yes,200000.0,No,0.0
Central Visayas,Child,Female,44,1,January,2020,Married/Living Together,Junior High Graduate,Elementary Occupations,Other OFW with no Contract,Land-based,North and South America,88,Yes,Clerical Support Workers,"Professional, Scientific and Technical Activities",80000.0,44.0,No,,,,,,With Remittance,5000.0,Money Transer Service,True,False,False,True,False,80.0,0.0,0.0,20.0,0.0,No,0.0,No,0.0
Central Visayas,Child,Female,41,1,March,2023,Married/Living Together,Junior High Graduate,Elementary Occupations,Other OFW with no Contract,Land-based,North and South America,6,Yes,Clerical Support Workers,Human Health and Social Work Activities,100000.0,6.0,Yes,September,2023.0,Visit,,,With Remittance,55000.0,Money Transer Service,True,False,False,True,False,96.0,0.0,0.0,4.0,0.0,Yes,30000.0,Yes,7000.0
Central Visayas,Spouse,Male,36,99,April,2023,Married/Living Together,College Graduate,Managers,Overseas Filipino Worker (OFW) with Contract,Sea-based,Singapore,3,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,58000.0,35.0,Yes,July,2023.0,End of Contract,,,With Remittance,150000.0,Bank,True,False,True,True,False,75.0,0.0,20.0,5.0,0.0,Yes,10000.0,No,0.0
Central Visayas,Child,Male,39,1,October,2018,Single,College Graduate,Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,Other Countries in East Asia,56,Yes,Technicians and Associate Professionals,Manufacturing,120000.0,56.0,Yes,June,2023.0,End of Contract,,,With Remittance,180000.0,Bank,True,True,True,False,False,40.0,10.0,50.0,0.0,0.0,Yes,100000.0,No,0.0
Central Visayas,Head,Male,39,8,January,2023,Married/Living Together,College Graduate,Technicians and Associate Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,4,Yes,Technicians and Associate Professionals,Manufacturing,70000.0,32.0,Yes,May,2023.0,End of Contract,,,With Remittance,360000.0,Bank,True,True,True,False,False,60.0,30.0,10.0,0.0,0.0,Yes,70000.0,No,0.0
Central Visayas,Child,Female,29,1,November,2019,Single,College Undergraduate,Plant and Machine Operators and Assemblers,Overseas Filipino Worker (OFW) with Contract,Land-based,Kuwait,32,Yes,Elementary Occupations,Other Service Activities,30000.0,32.0,Yes,July,2022.0,End of Contract,,,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Spouse,Male,36,6,June,2023,Married/Living Together,College Graduate,Plant and Machine Operators and Assemblers,Overseas Filipino Worker (OFW) with Contract,Sea-based,Africa,9,Yes,Technicians and Associate Professionals,Transportation and Storage,150000.0,39.0,Yes,September,2023.0,Other,,,With Remittance,135000.0,Agency/Local Office,True,True,True,False,False,50.0,30.0,20.0,0.0,0.0,Yes,100000.0,No,0.0
Central Visayas,Child,Male,29,2,May,2023,Single,College Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Japan,36,Yes,Elementary Occupations,Construction,80000.0,40.0,No,,,,May,2026.0,With Remittance,80000.0,Money Transer Service,True,True,True,True,False,50.0,20.0,25.0,5.0,0.0,No,0.0,No,0.0
Central Visayas,Sibling,Female,26,1,June,2023,Single,College Undergraduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,24,Yes,Service and Sales Workers,Administrative and Support Service Activities,30000.0,3.0,No,,,,June,2025.0,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Sibling,Female,28,1,January,2023,Married/Living Together,Post-Secondary Non-Tertiary/Technical-Vocational Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Hongkong,8,Yes,Elementary Occupations,Other Service Activities,30000.0,8.0,Yes,September,2023.0,Other,,,With Remittance,120000.0,Money Transer Service,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,Yes,60000.0,No,0.0
Central Visayas,Head,Female,79,1,July,2019,Widowed,College Graduate,Professionals,Tourist,N/A,North and South America,2,No,N/A,N/A,0.0,0.0,Yes,September,2019.0,Visit,,,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Spouse,Female,34,1,September,2022,Married/Living Together,Junior High Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Kuwait,36,Yes,Service and Sales Workers,Accommodation and Food Service Activities,30000.0,12.0,No,,,,September,2025.0,With Remittance,120000.0,Money Transer Service,True,False,True,False,False,66.0,0.0,34.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Spouse,Female,53,1,April,2021,Married/Living Together,Junior High Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,36,Yes,Elementary Occupations,Other Service Activities,20000.0,29.0,No,,,,April,2024.0,With Remittance,38000.0,Bank,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Spouse,Male,61,1,April,2023,Married/Living Together,College Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Sea-based,North and South America,6,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,100000.0,5.0,No,,,,October,2023.0,With Remittance,240000.0,Bank,True,False,True,True,False,80.0,0.0,10.0,10.0,0.0,No,0.0,No,0.0
Central Visayas,Spouse,Male,61,1,December,2022,Married/Living Together,College Graduate,Plant and Machine Operators and Assemblers,Overseas Filipino Worker (OFW) with Contract,Sea-based,Europe,10,Yes,Technicians and Associate Professionals,Transportation and Storage,150000.0,9.0,No,,,,October,2023.0,With Remittance,600000.0,Bank,True,False,True,False,False,80.0,0.0,20.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Head,Male,73,1,May,2023,Married/Living Together,College Graduate,Professionals,Tourist,N/A,North and South America,1,No,N/A,N/A,0.0,0.0,Yes,June,2023.0,Visit,,,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,Yes,0.0,No,0.0
Central Visayas,Spouse,Female,69,1,May,2023,Married/Living Together,College Graduate,Clerical Support Workers,Tourist,N/A,North and South America,1,No,N/A,N/A,0.0,0.0,Yes,June,2023.0,Visit,,,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,Yes,0.0,No,0.0
Central Visayas,Child,Female,43,1,May,2023,Single,College Graduate,Professionals,Tourist,N/A,North and South America,1,No,N/A,N/A,0.0,0.0,Yes,June,2023.0,Visit,,,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,Yes,0.0,No,0.0
Central Visayas,Children's Spouse,Female,35,1,August,2022,Married/Living Together,College Undergraduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,24,Yes,Elementary Occupations,Other Service Activities,20000.0,13.0,No,,,,August,2024.0,With Remittance,72000.0,Bank,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Head,Male,61,1,October,2018,Married/Living Together,College Undergraduate,"Skilled Agricultural, Forestry and Fishery Workers",Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,31,Yes,Craft and Related Trades Workers,Construction,42000.0,31.0,Yes,May,2021.0,Other,,,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Spouse,Female,61,1,October,2018,Married/Living Together,College Undergraduate,"Skilled Agricultural, Forestry and Fishery Workers",Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,31,Yes,Service and Sales Workers,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,30000.0,31.0,Yes,May,2021.0,Other,,,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Spouse,Female,45,1,October,2020,Married/Living Together,Junior High Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Kuwait,36,Yes,Elementary Occupations,Other Service Activities,20000.0,35.0,No,,,,October,2023.0,With Remittance,42000.0,Other,True,False,True,False,False,50.0,0.0,50.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Children's Spouse,Female,38,2,December,2022,Married/Living Together,College Graduate,Non-gainful occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Kuwait,36,Yes,Elementary Occupations,Other Service Activities,30000.0,9.0,No,,,,December,2025.0,With Remittance,60000.0,Money Transer Service,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,0.0,Yes,25500.0
Central Visayas,Spouse,Female,37,1,August,2022,Married/Living Together,Junior High Graduate,"Skilled Agricultural, Forestry and Fishery Workers",Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,24,Yes,Elementary Occupations,Other Service Activities,22000.0,13.0,No,,,,August,2024.0,With Remittance,72000.0,Bank,True,False,True,False,False,90.0,0.0,10.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Spouse,Male,49,2,September,2022,Married/Living Together,Junior High Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,24,Yes,Service and Sales Workers,Accommodation and Food Service Activities,48000.0,38.0,No,,,,September,2024.0,With Remittance,170000.0,Bank,True,False,True,False,False,50.0,0.0,50.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Sibling,Female,45,1,January,2022,Single,Junior High Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Hongkong,24,Yes,Elementary Occupations,Other Service Activities,30000.0,20.0,No,,,,January,2024.0,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Child,Male,37,1,March,2022,Single,College Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,24,Yes,Service and Sales Workers,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,23000.0,18.0,No,,,,March,2024.0,With Remittance,50000.0,Money Transer Service,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Spouse,Male,34,1,April,2023,Married/Living Together,College Undergraduate,Craft and Related Trades Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Singapore,7,Yes,Craft and Related Trades Workers,Manufacturing,30000.0,5.0,No,,,,November,2023.0,With Remittance,105000.0,Money Transer Service,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Child,Female,48,1,May,2021,Married/Living Together,College Graduate,Professionals,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,36,Yes,Elementary Occupations,Other Service Activities,35000.0,28.0,No,,,,May,2024.0,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Head,Female,58,1,June,2023,Divorced/Separated,College Undergraduate,Managers,Tourist,N/A,Australia,3,No,N/A,N/A,0.0,0.0,Yes,September,2023.0,Other,,,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,Yes,0.0,No,0.0
Central Visayas,Other,Female,62,1,February,2023,Widowed,College Graduate,Managers,Tourist,N/A,North and South America,10,No,N/A,N/A,0.0,0.0,No,,,,December,2023.0,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Child,Female,37,1,April,2023,Married/Living Together,Post-Secondary Non-Tertiary/Technical-Vocational Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Hongkong,24,Yes,Elementary Occupations,Other Service Activities,30000.0,5.0,No,,,,April,2025.0,With Remittance,75000.0,Money Transer Service,True,False,False,False,True,50.0,0.0,0.0,0.0,50.0,No,0.0,No,0.0
Central Visayas,Spouse,Female,36,1,April,2023,Married/Living Together,College Undergraduate,"Skilled Agricultural, Forestry and Fishery Workers",Overseas Filipino Worker (OFW) with Contract,Land-based,Saudi Arabia,24,Yes,Elementary Occupations,Other Service Activities,25000.0,5.0,No,,,,April,2025.0,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Child,Male,25,1,April,2023,Single,College Graduate,Clerical Support Workers,Student,N/A,Europe,10,No,N/A,N/A,0.0,0.0,No,,,,February,2024.0,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Grandchild,Female,23,1,September,2022,Single,College Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,Qatar,24,Yes,Elementary Occupations,Other Service Activities,20000.0,12.0,No,,,,September,2024.0,With Remittance,48000.0,Money Transer Service,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Head,Male,48,1,May,2019,Married/Living Together,Post-Secondary Non-Tertiary/Technical-Vocational Graduate,"Skilled Agricultural, Forestry and Fishery Workers",Overseas Filipino Worker (OFW) with Contract,Land-based,Europe,10,Yes,Craft and Related Trades Workers,Construction,300000.0,10.0,Yes,March,2020.0,Other,,,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Child,Male,44,3,August,2022,Single,College Graduate,"Skilled Agricultural, Forestry and Fishery Workers",Overseas Filipino Worker (OFW) with Contract,Sea-based,North and South America,11,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,80000.0,24.0,Yes,July,2023.0,End of Contract,,,With Remittance,30000.0,Bank,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,Yes,150000.0,No,0.0
Central Visayas,Spouse,Male,59,10,April,2023,Married/Living Together,College Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Sea-based,Europe,6,Yes,Plant and Machine Operators and Assemblers,Transportation and Storage,106000.0,10.0,Yes,September,2023.0,End of Contract,,,With Remittance,300000.0,Bank,True,True,False,False,False,50.0,50.0,0.0,0.0,0.0,Yes,200000.0,Yes,11000.0
Central Visayas,Head,Male,69,1,February,2023,Married/Living Together,Junior High Graduate,Craft and Related Trades Workers,Tourist,N/A,North and South America,3,No,N/A,N/A,0.0,0.0,Yes,May,2023.0,Other,,,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,Yes,0.0,No,0.0
Central Visayas,Spouse,Female,69,1,February,2023,Married/Living Together,College Undergraduate,Non-gainful occupations,Tourist,N/A,North and South America,3,No,N/A,N/A,0.0,0.0,Yes,May,2023.0,Other,,,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,Yes,0.0,No,0.0
Central Visayas,Spouse,Female,46,1,December,2021,Married/Living Together,College Graduate,Service and Sales Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,Qatar,88,Yes,Elementary Occupations,Other Service Activities,21000.0,21.0,No,,,,,,With Remittance,108000.0,Bank,True,True,False,False,False,60.0,40.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Child,Female,25,1,January,2023,Single,College Graduate,Clerical Support Workers,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,10,Yes,Elementary Occupations,Other Service Activities,21000.0,8.0,No,,,,November,2023.0,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Child,Female,41,2,May,2019,Divorced/Separated,Junior High Graduate,"Skilled Agricultural, Forestry and Fishery Workers",Tourist,N/A,Europe,3,No,N/A,N/A,0.0,0.0,Yes,August,2019.0,Other,,,No Remittance,0.0,N/A,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
Central Visayas,Grandchild,Male,33,5,September,2022,Married/Living Together,College Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,20,Yes,Professionals,Human Health and Social Work Activities,140000.0,50.0,No,,,,May,2024.0,With Remittance,120000.0,Money Transer Service,True,False,True,True,False,80.0,0.0,15.0,5.0,0.0,No,0.0,No,0.0
Central Visayas,Grandchild,Male,31,3,September,2023,Married/Living Together,College Graduate,Elementary Occupations,Overseas Filipino Worker (OFW) with Contract,Land-based,United Arab Emirates,8,Yes,Managers,Accommodation and Food Service Activities,200000.0,36.0,No,,,,May,2024.0,With Remittance,18000.0,Money Transer Service,True,False,False,False,False,100.0,0.0,0.0,0.0,0.0,No,0.0,No,0.0
